judicial_district_county_id,county_ansi_code,is_entire_county,county_name,judicial_district_id,statutory_division
18179-0,18179,TRUE,County of Wells,Indiana Northern,Fort Wayne Division
18181-0,18181,TRUE,County of White,Indiana Northern,Hammond Division
18183-0,18183,TRUE,County of Whitley,Indiana Northern,Fort Wayne Division
18005-0,18005,TRUE,County of Bartholomew,Indiana Southern,Indianapolis Division
18011-0,18011,TRUE,County of Boone,Indiana Southern,Indianapolis Division
18013-0,18013,TRUE,County of Brown,Indiana Southern,Indianapolis Division
18019-0,18019,TRUE,County of Clark,Indiana Southern,New Albany Division
18021-0,18021,TRUE,County of Clay,Indiana Southern,Terra Haute Division
18023-0,18023,TRUE,County of Clinton,Indiana Southern,Indianapolis Division
18025-0,18025,TRUE,County of Crawford,Indiana Southern,New Albany Division
18027-0,18027,TRUE,County of Daviess,Indiana Southern,Evansville Division
18029-0,18029,TRUE,County of Dearborn,Indiana Southern,New Albany Division
18031-0,18031,TRUE,County of Decatur,Indiana Southern,Indianapolis Division
18035-0,18035,TRUE,County of Delaware,Indiana Southern,Indianapolis Division
18037-0,18037,TRUE,County of Dubois,Indiana Southern,Evansville Division
18041-0,18041,TRUE,County of Fayette,Indiana Southern,Indianapolis Division
18043-0,18043,TRUE,County of Floyd,Indiana Southern,New Albany Division
18045-0,18045,TRUE,County of Fountain,Indiana Southern,Indianapolis Division
18047-0,18047,TRUE,County of Franklin,Indiana Southern,Indianapolis Division
18051-0,18051,TRUE,County of Gibson,Indiana Southern,Evansville Division
18055-0,18055,TRUE,County of Greene,Indiana Southern,Terra Haute Division
18057-0,18057,TRUE,County of Hamilton,Indiana Southern,Indianapolis Division
18059-0,18059,TRUE,County of Hancock,Indiana Southern,Indianapolis Division
18061-0,18061,TRUE,County of Harrison,Indiana Southern,New Albany Division
18063-0,18063,TRUE,County of Hendricks,Indiana Southern,Indianapolis Division
18065-0,18065,TRUE,County of Henry,Indiana Southern,Indianapolis Division
18067-0,18067,TRUE,County of Howard,Indiana Southern,Indianapolis Division
18071-0,18071,TRUE,County of Jackson,Indiana Southern,New Albany Division
18077-0,18077,TRUE,County of Jefferson,Indiana Southern,New Albany Division
18079-0,18079,TRUE,County of Jennings,Indiana Southern,New Albany Division
18081-0,18081,TRUE,County of Johnson,Indiana Southern,Indianapolis Division
18083-0,18083,TRUE,County of Knox,Indiana Southern,Terra Haute Division
18093-0,18093,TRUE,County of Lawrence,Indiana Southern,New Albany Division
18095-0,18095,TRUE,County of Madison,Indiana Southern,Indianapolis Division
18097-0,18097,TRUE,County of Marion,Indiana Southern,Indianapolis Division
18101-0,18101,TRUE,County of Martin,Indiana Southern,Evansville Division
18105-0,18105,TRUE,County of Monroe,Indiana Southern,Indianapolis Division
18107-0,18107,TRUE,County of Montgomery,Indiana Southern,Indianapolis Division
18109-0,18109,TRUE,County of Morgan,Indiana Southern,Indianapolis Division
18115-0,18115,TRUE,County of Ohio,Indiana Southern,New Albany Division
18117-0,18117,TRUE,County of Orange,Indiana Southern,New Albany Division
18119-0,18119,TRUE,County of Owen,Indiana Southern,Terra Haute Division
18121-0,18121,TRUE,County of Parke,Indiana Southern,Terra Haute Division
18123-0,18123,TRUE,County of Perry,Indiana Southern,Evansville Division
18125-0,18125,TRUE,County of Pike,Indiana Southern,Evansville Division
18129-0,18129,TRUE,County of Posey,Indiana Southern,Evansville Division
18133-0,18133,TRUE,County of Putnam,Indiana Southern,Terra Haute Division
18135-0,18135,TRUE,County of Randolph,Indiana Southern,Indianapolis Division
18137-0,18137,TRUE,County of Ripley,Indiana Southern,New Albany Division
18139-0,18139,TRUE,County of Rush,Indiana Southern,Indianapolis Division
18143-0,18143,TRUE,County of Scott,Indiana Southern,New Albany Division
18145-0,18145,TRUE,County of Shelby,Indiana Southern,Indianapolis Division
18147-0,18147,TRUE,County of Spencer,Indiana Southern,Evansville Division
18153-0,18153,TRUE,County of Sullivan,Indiana Southern,Terra Haute Division
18155-0,18155,TRUE,County of Switzerland,Indiana Southern,New Albany Division
18159-0,18159,TRUE,County of Tipton,Indiana Southern,Indianapolis Division
18161-0,18161,TRUE,County of Union,Indiana Southern,Indianapolis Division
18163-0,18163,TRUE,County of Vanderburgh,Indiana Southern,Evansville Division
18165-0,18165,TRUE,County of Vermillion,Indiana Southern,Terra Haute Division
18167-0,18167,TRUE,County of Vigo,Indiana Southern,Terra Haute Division
18173-0,18173,TRUE,County of Warrick,Indiana Southern,Evansville Division
18175-0,18175,TRUE,County of Washington,Indiana Southern,New Albany Division
18177-0,18177,TRUE,County of Wayne,Indiana Southern,Indianapolis Division
19005-0,19005,TRUE,County of Allamakee,Iowa Northern,Eastern Division
19011-0,19011,TRUE,County of Benton,Iowa Northern,Cedar Rapids Division
19013-0,19013,TRUE,County of Black Hawk,Iowa Northern,Eastern Division
19017-0,19017,TRUE,County of Bremer,Iowa Northern,Eastern Division
19019-0,19019,TRUE,County of Buchanan,Iowa Northern,Eastern Division
19021-0,19021,TRUE,County of Buena Vista,Iowa Northern,Western Division
19023-0,19023,TRUE,County of Butler,Iowa Northern,Central Division
19025-0,19025,TRUE,County of Calhoun,Iowa Northern,Central Division
19027-0,19027,TRUE,County of Carroll,Iowa Northern,Central Division
19031-0,19031,TRUE,County of Cedar,Iowa Northern,Cedar Rapids Division
19033-0,19033,TRUE,County of Cerro Gordo,Iowa Northern,Central Division
19035-0,19035,TRUE,County of Cherokee,Iowa Northern,Western Division
19037-0,19037,TRUE,County of Chickasaw,Iowa Northern,Eastern Division
19041-0,19041,TRUE,County of Clay,Iowa Northern,Western Division
19043-0,19043,TRUE,County of Clayton,Iowa Northern,Eastern Division
19047-0,19047,TRUE,County of Crawford,Iowa Northern,Western Division
19055-0,19055,TRUE,County of Delaware,Iowa Northern,Eastern Division
19059-0,19059,TRUE,County of Dickinson,Iowa Northern,Western Division
19061-0,19061,TRUE,County of Dubuque,Iowa Northern,Eastern Division
19063-0,19063,TRUE,County of Emmet,Iowa Northern,Central Division
19065-0,19065,TRUE,County of Fayette,Iowa Northern,Eastern Division
19067-0,19067,TRUE,County of Floyd,Iowa Northern,Eastern Division
19069-0,19069,TRUE,County of Franklin,Iowa Northern,Central Division
19075-0,19075,TRUE,County of Grundy,Iowa Northern,Cedar Rapids Division
19079-0,19079,TRUE,County of Hamilton,Iowa Northern,Central Division
19081-0,19081,TRUE,County of Hancock,Iowa Northern,Central Division
19083-0,19083,TRUE,County of Hardin,Iowa Northern,Cedar Rapids Division
19089-0,19089,TRUE,County of Howard,Iowa Northern,Eastern Division
19091-0,19091,TRUE,County of Humboldt,Iowa Northern,Central Division
19093-0,19093,TRUE,County of Ida,Iowa Northern,Western Division
19095-0,19095,TRUE,County of Iowa,Iowa Northern,Cedar Rapids Division
19097-0,19097,TRUE,County of Jackson,Iowa Northern,Eastern Division
19105-0,19105,TRUE,County of Jones,Iowa Northern,Cedar Rapids Division
19109-0,19109,TRUE,County of Kossuth,Iowa Northern,Central Division
19113-0,19113,TRUE,County of Linn,Iowa Northern,Cedar Rapids Division
19119-0,19119,TRUE,County of Lyon,Iowa Northern,Western Division
19131-0,19131,TRUE,County of Mitchell,Iowa Northern,Eastern Division
19133-0,19133,TRUE,County of Monona,Iowa Northern,Western Division
19141-0,19141,TRUE,County of O'Brien,Iowa Northern,Western Division
19143-0,19143,TRUE,County of Osceola,Iowa Northern,Western Division
19147-0,19147,TRUE,County of Palo Alto,Iowa Northern,Central Division
19149-0,19149,TRUE,County of Plymouth,Iowa Northern,Western Division
19151-0,19151,TRUE,County of Pocahontas,Iowa Northern,Central Division
19161-0,19161,TRUE,County of Sac,Iowa Northern,Western Division
19167-0,19167,TRUE,County of Sioux,Iowa Northern,Western Division
19171-0,19171,TRUE,County of Tama,Iowa Northern,Cedar Rapids Division
19187-0,19187,TRUE,County of Webster,Iowa Northern,Central Division
19189-0,19189,TRUE,County of Winnebago,Iowa Northern,Central Division
19191-0,19191,TRUE,County of Winneshiek,Iowa Northern,Eastern Division
19193-0,19193,TRUE,County of Woodbury,Iowa Northern,Western Division
19195-0,19195,TRUE,County of Worth,Iowa Northern,Central Division
19197-0,19197,TRUE,County of Wright,Iowa Northern,Central Division
19001-0,19001,TRUE,County of Adair,Iowa Southern,Southern Division
19003-0,19003,TRUE,County of Adams,Iowa Southern,Southern Division
19007-0,19007,TRUE,County of Appanoose,Iowa Southern,Ottumwa Division
19009-0,19009,TRUE,County of Audubon,Iowa Southern,Western Division
19015-0,19015,TRUE,County of Boone,Iowa Southern,Central Division
19029-0,19029,TRUE,County of Cass,Iowa Southern,Western Division
19039-0,19039,TRUE,County of Clarke,Iowa Southern,Southern Division
19045-0,19045,TRUE,County of Clinton,Iowa Southern,Davenport Division
19049-0,19049,TRUE,County of Dallas,Iowa Southern,Central Division
19051-0,19051,TRUE,County of Davis,Iowa Southern,Ottumwa Division
19053-0,19053,TRUE,County of Decatur,Iowa Southern,Southern Division
19057-0,19057,TRUE,County of Des Moines,Iowa Southern,Eastern Division
19071-0,19071,TRUE,County of Fremont,Iowa Southern,Western Division
19073-0,19073,TRUE,County of Greene,Iowa Southern,Central Division
19077-0,19077,TRUE,County of Guthrie,Iowa Southern,Central Division
19085-0,19085,TRUE,County of Harrison,Iowa Southern,Western Division
19087-0,19087,TRUE,County of Henry,Iowa Southern,Eastern Division
19099-0,19099,TRUE,County of Jasper,Iowa Southern,Central Division
19101-0,19101,TRUE,County of Jefferson,Iowa Southern,Ottumwa Division
19103-0,19103,TRUE,County of Johnson,Iowa Southern,Davenport Division
19107-0,19107,TRUE,County of Keokuk,Iowa Southern,Ottumwa Division
19111-0,19111,TRUE,County of Lee,Iowa Southern,Eastern Division
19115-0,19115,TRUE,County of Louisa,Iowa Southern,Eastern Division
19117-0,19117,TRUE,County of Lucas,Iowa Southern,Southern Division
19121-0,19121,TRUE,County of Madison,Iowa Southern,Central Division
19123-0,19123,TRUE,County of Mahaska,Iowa Southern,Ottumwa Division
19125-0,19125,TRUE,County of Marion,Iowa Southern,Central Division
19127-0,19127,TRUE,County of Marshall,Iowa Southern,Central Division
19129-0,19129,TRUE,County of Mills,Iowa Southern,Western Division
19135-0,19135,TRUE,County of Monroe,Iowa Southern,Ottumwa Division
19137-0,19137,TRUE,County of Montgomery,Iowa Southern,Western Division
19139-0,19139,TRUE,County of Muscatine,Iowa Southern,Davenport Division
19145-0,19145,TRUE,County of Page,Iowa Southern,Western Division
19153-0,19153,TRUE,County of Polk,Iowa Southern,Central Division
19155-0,19155,TRUE,County of Pottawattamie,Iowa Southern,Western Division
19157-0,19157,TRUE,County of Poweshiek,Iowa Southern,Central Division
19159-0,19159,TRUE,County of Ringgold,Iowa Southern,Southern Division
19163-0,19163,TRUE,County of Scott,Iowa Southern,Davenport Division
19165-0,19165,TRUE,County of Shelby,Iowa Southern,Western Division
19169-0,19169,TRUE,County of Story,Iowa Southern,Central Division
19173-0,19173,TRUE,County of Taylor,Iowa Southern,Southern Division
19175-0,19175,TRUE,County of Union,Iowa Southern,Southern Division
19177-0,19177,TRUE,County of Van Buren,Iowa Southern,Eastern Division
19179-0,19179,TRUE,County of Wapello,Iowa Southern,Ottumwa Division
19181-0,19181,TRUE,County of Warren,Iowa Southern,Central Division
19183-0,19183,TRUE,County of Washington,Iowa Southern,Davenport Division
19185-0,19185,TRUE,County of Wayne,Iowa Southern,Southern Division
20001-0,20001,TRUE,County of Allen,Kansas,
20003-0,20003,TRUE,County of Anderson,Kansas,
20005-0,20005,TRUE,County of Atchison,Kansas,
20007-0,20007,TRUE,County of Barber,Kansas,
20009-0,20009,TRUE,County of Barton,Kansas,
20011-0,20011,TRUE,County of Bourbon,Kansas,
20013-0,20013,TRUE,County of Brown,Kansas,
20015-0,20015,TRUE,County of Butler,Kansas,
20017-0,20017,TRUE,County of Chase,Kansas,
20019-0,20019,TRUE,County of Chautauqua,Kansas,
20021-0,20021,TRUE,County of Cherokee,Kansas,
20023-0,20023,TRUE,County of Cheyenne,Kansas,
20025-0,20025,TRUE,County of Clark,Kansas,
20027-0,20027,TRUE,County of Clay,Kansas,
20029-0,20029,TRUE,County of Cloud,Kansas,
20031-0,20031,TRUE,County of Coffey,Kansas,
20033-0,20033,TRUE,County of Comanche,Kansas,
20035-0,20035,TRUE,County of Cowley,Kansas,
20037-0,20037,TRUE,County of Crawford,Kansas,
20039-0,20039,TRUE,County of Decatur,Kansas,
20041-0,20041,TRUE,County of Dickinson,Kansas,
20043-0,20043,TRUE,County of Doniphan,Kansas,
20045-0,20045,TRUE,County of Douglas,Kansas,
20047-0,20047,TRUE,County of Edwards,Kansas,
20049-0,20049,TRUE,County of Elk,Kansas,
20051-0,20051,TRUE,County of Ellis,Kansas,
20053-0,20053,TRUE,County of Ellsworth,Kansas,
20055-0,20055,TRUE,County of Finney,Kansas,
20057-0,20057,TRUE,County of Ford,Kansas,
20059-0,20059,TRUE,County of Franklin,Kansas,
20061-0,20061,TRUE,County of Geary,Kansas,
20063-0,20063,TRUE,County of Gove,Kansas,
20065-0,20065,TRUE,County of Graham,Kansas,
20067-0,20067,TRUE,County of Grant,Kansas,
20069-0,20069,TRUE,County of Gray,Kansas,
20071-0,20071,TRUE,County of Greeley,Kansas,
20073-0,20073,TRUE,County of Greenwood,Kansas,
20075-0,20075,TRUE,County of Hamilton,Kansas,
20077-0,20077,TRUE,County of Harper,Kansas,
20079-0,20079,TRUE,County of Harvey,Kansas,
20081-0,20081,TRUE,County of Haskell,Kansas,
20083-0,20083,TRUE,County of Hodgeman,Kansas,
20085-0,20085,TRUE,County of Jackson,Kansas,
20087-0,20087,TRUE,County of Jefferson,Kansas,
20089-0,20089,TRUE,County of Jewell,Kansas,
20091-0,20091,TRUE,County of Johnson,Kansas,
20093-0,20093,TRUE,County of Kearny,Kansas,
20095-0,20095,TRUE,County of Kingman,Kansas,
20097-0,20097,TRUE,County of Kiowa,Kansas,
20099-0,20099,TRUE,County of Labette,Kansas,
20101-0,20101,TRUE,County of Lane,Kansas,
20103-0,20103,TRUE,County of Leavenworth,Kansas,
20105-0,20105,TRUE,County of Lincoln,Kansas,
20107-0,20107,TRUE,County of Linn,Kansas,
20109-0,20109,TRUE,County of Logan,Kansas,
20111-0,20111,TRUE,County of Lyon,Kansas,
20113-0,20113,TRUE,County of McPherson,Kansas,
20115-0,20115,TRUE,County of Marion,Kansas,
20117-0,20117,TRUE,County of Marshall,Kansas,
20119-0,20119,TRUE,County of Meade,Kansas,
20121-0,20121,TRUE,County of Miami,Kansas,
20123-0,20123,TRUE,County of Mitchell,Kansas,
20125-0,20125,TRUE,County of Montgomery,Kansas,
20127-0,20127,TRUE,County of Morris,Kansas,
20129-0,20129,TRUE,County of Morton,Kansas,
20131-0,20131,TRUE,County of Nemaha,Kansas,
20133-0,20133,TRUE,County of Neosho,Kansas,
20135-0,20135,TRUE,County of Ness,Kansas,
20137-0,20137,TRUE,County of Norton,Kansas,
20139-0,20139,TRUE,County of Osage,Kansas,
20141-0,20141,TRUE,County of Osborne,Kansas,
20143-0,20143,TRUE,County of Ottawa,Kansas,
20145-0,20145,TRUE,County of Pawnee,Kansas,
20147-0,20147,TRUE,County of Phillips,Kansas,
20149-0,20149,TRUE,County of Pottawatomie,Kansas,
20151-0,20151,TRUE,County of Pratt,Kansas,
20153-0,20153,TRUE,County of Rawlins,Kansas,
20155-0,20155,TRUE,County of Reno,Kansas,
20157-0,20157,TRUE,County of Republic,Kansas,
20159-0,20159,TRUE,County of Rice,Kansas,
20161-0,20161,TRUE,County of Riley,Kansas,
20163-0,20163,TRUE,County of Rooks,Kansas,
20165-0,20165,TRUE,County of Rush,Kansas,
20167-0,20167,TRUE,County of Russell,Kansas,
20169-0,20169,TRUE,County of Saline,Kansas,
20171-0,20171,TRUE,County of Scott,Kansas,
20173-0,20173,TRUE,County of Sedgwick,Kansas,
20175-0,20175,TRUE,County of Seward,Kansas,
20177-0,20177,TRUE,County of Shawnee,Kansas,
20179-0,20179,TRUE,County of Sheridan,Kansas,
20181-0,20181,TRUE,County of Sherman,Kansas,
20183-0,20183,TRUE,County of Smith,Kansas,
20185-0,20185,TRUE,County of Stafford,Kansas,
20187-0,20187,TRUE,County of Stanton,Kansas,
20189-0,20189,TRUE,County of Stevens,Kansas,
20191-0,20191,TRUE,County of Sumner,Kansas,
20193-0,20193,TRUE,County of Thomas,Kansas,
20195-0,20195,TRUE,County of Trego,Kansas,
20197-0,20197,TRUE,County of Wabaunsee,Kansas,
20199-0,20199,TRUE,County of Wallace,Kansas,
20201-0,20201,TRUE,County of Washington,Kansas,
20203-0,20203,TRUE,County of Wichita,Kansas,
20205-0,20205,TRUE,County of Wilson,Kansas,
20207-0,20207,TRUE,County of Woodson,Kansas,
20209-0,20209,TRUE,County of Wyandotte,Kansas,
21005-0,21005,TRUE,County of Anderson,Kentucky Eastern,
21011-0,21011,TRUE,County of Bath,Kentucky Eastern,
21013-0,21013,TRUE,County of Bell,Kentucky Eastern,
21015-0,21015,TRUE,County of Boone,Kentucky Eastern,
21017-0,21017,TRUE,County of Bourbon,Kentucky Eastern,
21019-0,21019,TRUE,County of Boyd,Kentucky Eastern,
21021-0,21021,TRUE,County of Boyle,Kentucky Eastern,
21023-0,21023,TRUE,County of Bracken,Kentucky Eastern,
21025-0,21025,TRUE,County of Breathitt,Kentucky Eastern,
21037-0,21037,TRUE,County of Campbell,Kentucky Eastern,
21041-0,21041,TRUE,County of Carroll,Kentucky Eastern,
21043-0,21043,TRUE,County of Carter,Kentucky Eastern,
21049-0,21049,TRUE,County of Clark,Kentucky Eastern,
21051-0,21051,TRUE,County of Clay,Kentucky Eastern,
21063-0,21063,TRUE,County of Elliott,Kentucky Eastern,
21065-0,21065,TRUE,County of Estill,Kentucky Eastern,
21067-0,21067,TRUE,County of Fayette,Kentucky Eastern,
21069-0,21069,TRUE,County of Fleming,Kentucky Eastern,
21071-0,21071,TRUE,County of Floyd,Kentucky Eastern,
21073-0,21073,TRUE,County of Franklin,Kentucky Eastern,
21077-0,21077,TRUE,County of Gallatin,Kentucky Eastern,
21079-0,21079,TRUE,County of Garrard,Kentucky Eastern,
21081-0,21081,TRUE,County of Grant,Kentucky Eastern,
21089-0,21089,TRUE,County of Greenup,Kentucky Eastern,
21095-0,21095,TRUE,County of Harlan,Kentucky Eastern,
21097-0,21097,TRUE,County of Harrison,Kentucky Eastern,
21103-0,21103,TRUE,County of Henry,Kentucky Eastern,
21109-0,21109,TRUE,County of Jackson,Kentucky Eastern,
21113-0,21113,TRUE,County of Jessamine,Kentucky Eastern,
21115-0,21115,TRUE,County of Johnson,Kentucky Eastern,
21117-0,21117,TRUE,County of Kenton,Kentucky Eastern,
21119-0,21119,TRUE,County of Knott,Kentucky Eastern,
21121-0,21121,TRUE,County of Knox,Kentucky Eastern,
21125-0,21125,TRUE,County of Laurel,Kentucky Eastern,
21127-0,21127,TRUE,County of Lawrence,Kentucky Eastern,
21129-0,21129,TRUE,County of Lee,Kentucky Eastern,
21131-0,21131,TRUE,County of Leslie,Kentucky Eastern,
21133-0,21133,TRUE,County of Letcher,Kentucky Eastern,
21135-0,21135,TRUE,County of Lewis,Kentucky Eastern,
21137-0,21137,TRUE,County of Lincoln,Kentucky Eastern,
21147-0,21147,TRUE,County of McCreary,Kentucky Eastern,
21151-0,21151,TRUE,County of Madison,Kentucky Eastern,
21153-0,21153,TRUE,County of Magoffin,Kentucky Eastern,
21159-0,21159,TRUE,County of Martin,Kentucky Eastern,
21161-0,21161,TRUE,County of Mason,Kentucky Eastern,
21165-0,21165,TRUE,County of Menifee,Kentucky Eastern,
21167-0,21167,TRUE,County of Mercer,Kentucky Eastern,
21173-0,21173,TRUE,County of Montgomery,Kentucky Eastern,
21175-0,21175,TRUE,County of Morgan,Kentucky Eastern,
21181-0,21181,TRUE,County of Nicholas,Kentucky Eastern,
21187-0,21187,TRUE,County of Owen,Kentucky Eastern,
21189-0,21189,TRUE,County of Owsley,Kentucky Eastern,
21191-0,21191,TRUE,County of Pendleton,Kentucky Eastern,
21193-0,21193,TRUE,County of Perry,Kentucky Eastern,
21195-0,21195,TRUE,County of Pike,Kentucky Eastern,
21197-0,21197,TRUE,County of Powell,Kentucky Eastern,
21199-0,21199,TRUE,County of Pulaski,Kentucky Eastern,
21201-0,21201,TRUE,County of Robertson,Kentucky Eastern,
21203-0,21203,TRUE,County of Rockcastle,Kentucky Eastern,
21205-0,21205,TRUE,County of Rowan,Kentucky Eastern,
21209-0,21209,TRUE,County of Scott,Kentucky Eastern,
21211-0,21211,TRUE,County of Shelby,Kentucky Eastern,
21223-0,21223,TRUE,County of Trimble,Kentucky Eastern,
21231-0,21231,TRUE,County of Wayne,Kentucky Eastern,
21235-0,21235,TRUE,County of Whitley,Kentucky Eastern,
21237-0,21237,TRUE,County of Wolfe,Kentucky Eastern,
21239-0,21239,TRUE,County of Woodford,Kentucky Eastern,
21001-0,21001,TRUE,County of Adair,Kentucky Western,
21003-0,21003,TRUE,County of Allen,Kentucky Western,
21007-0,21007,TRUE,County of Ballard,Kentucky Western,
21009-0,21009,TRUE,County of Barren,Kentucky Western,
21027-0,21027,TRUE,County of Breckinridge,Kentucky Western,
21029-0,21029,TRUE,County of Bullitt,Kentucky Western,
21031-0,21031,TRUE,County of Butler,Kentucky Western,
21033-0,21033,TRUE,County of Caldwell,Kentucky Western,
21035-0,21035,TRUE,County of Calloway,Kentucky Western,
21039-0,21039,TRUE,County of Carlisle,Kentucky Western,
21045-0,21045,TRUE,County of Casey,Kentucky Western,
21047-0,21047,TRUE,County of Christian,Kentucky Western,
21053-0,21053,TRUE,County of Clinton,Kentucky Western,
21055-0,21055,TRUE,County of Crittenden,Kentucky Western,
21057-0,21057,TRUE,County of Cumberland,Kentucky Western,
21059-0,21059,TRUE,County of Daviess,Kentucky Western,
21061-0,21061,TRUE,County of Edmonson,Kentucky Western,
21075-0,21075,TRUE,County of Fulton,Kentucky Western,
21083-0,21083,TRUE,County of Graves,Kentucky Western,
21085-0,21085,TRUE,County of Grayson,Kentucky Western,
21087-0,21087,TRUE,County of Green,Kentucky Western,
21091-0,21091,TRUE,County of Hancock,Kentucky Western,
21093-0,21093,TRUE,County of Hardin,Kentucky Western,
21099-0,21099,TRUE,County of Hart,Kentucky Western,
21101-0,21101,TRUE,County of Henderson,Kentucky Western,
21105-0,21105,TRUE,County of Hickman,Kentucky Western,
21107-0,21107,TRUE,County of Hopkins,Kentucky Western,
21111-0,21111,TRUE,County of Jefferson,Kentucky Western,
21123-0,21123,TRUE,County of Larue,Kentucky Western,
21139-0,21139,TRUE,County of Livingston,Kentucky Western,
21141-0,21141,TRUE,County of Logan,Kentucky Western,
21143-0,21143,TRUE,County of Lyon,Kentucky Western,
21145-0,21145,TRUE,County of McCracken,Kentucky Western,
21149-0,21149,TRUE,County of McLean,Kentucky Western,
21155-0,21155,TRUE,County of Marion,Kentucky Western,
21157-0,21157,TRUE,County of Marshall,Kentucky Western,
21163-0,21163,TRUE,County of Meade,Kentucky Western,
21169-0,21169,TRUE,County of Metcalfe,Kentucky Western,
21171-0,21171,TRUE,County of Monroe,Kentucky Western,
21177-0,21177,TRUE,County of Muhlenberg,Kentucky Western,
21179-0,21179,TRUE,County of Nelson,Kentucky Western,
21183-0,21183,TRUE,County of Ohio,Kentucky Western,
21185-0,21185,TRUE,County of Oldham,Kentucky Western,
21207-0,21207,TRUE,County of Russell,Kentucky Western,
21213-0,21213,TRUE,County of Simpson,Kentucky Western,
21215-0,21215,TRUE,County of Spencer,Kentucky Western,
21217-0,21217,TRUE,County of Taylor,Kentucky Western,
21219-0,21219,TRUE,County of Todd,Kentucky Western,
21221-0,21221,TRUE,County of Trigg,Kentucky Western,
21225-0,21225,TRUE,County of Union,Kentucky Western,
21227-0,21227,TRUE,County of Warren,Kentucky Western,
21229-0,21229,TRUE,County of Washington,Kentucky Western,
21233-0,21233,TRUE,County of Webster,Kentucky Western,
22007-0,22007,TRUE,Parish of Assumption,Louisiana Eastern,
22051-0,22051,TRUE,Parish of Jefferson,Louisiana Eastern,
22057-0,22057,TRUE,Parish of Lafourche,Louisiana Eastern,
22071-0,22071,TRUE,Parish of Orleans,Louisiana Eastern,
22075-0,22075,TRUE,Parish of Plaquemines,Louisiana Eastern,
22087-0,22087,TRUE,Parish of St. Bernard,Louisiana Eastern,
22089-0,22089,TRUE,Parish of St. Charles,Louisiana Eastern,
22093-0,22093,TRUE,Parish of St. James,Louisiana Eastern,
22095-0,22095,TRUE,Parish of St. John the Baptist,Louisiana Eastern,
22103-0,22103,TRUE,Parish of St. Tammany,Louisiana Eastern,
22105-0,22105,TRUE,Parish of Tangipahoa,Louisiana Eastern,
22109-0,22109,TRUE,Parish of Terrebonne,Louisiana Eastern,
22117-0,22117,TRUE,Parish of Washington,Louisiana Eastern,
22005-0,22005,TRUE,Parish of Ascension,Louisiana Middle,
22033-0,22033,TRUE,Parish of East Baton Rouge,Louisiana Middle,
22037-0,22037,TRUE,Parish of East Feliciana,Louisiana Middle,
22047-0,22047,TRUE,Parish of Iberville,Louisiana Middle,
22063-0,22063,TRUE,Parish of Livingston,Louisiana Middle,
22077-0,22077,TRUE,Parish of Pointe Coupee,Louisiana Middle,
22091-0,22091,TRUE,Parish of St. Helena,Louisiana Middle,
22121-0,22121,TRUE,Parish of West Baton Rouge,Louisiana Middle,
22125-0,22125,TRUE,Parish of West Feliciana,Louisiana Middle,
22001-0,22001,TRUE,Parish of Acadia,Louisiana Western,
22003-0,22003,TRUE,Parish of Allen,Louisiana Western,
22009-0,22009,TRUE,Parish of Avoyelles,Louisiana Western,
22011-0,22011,TRUE,Parish of Beauregard,Louisiana Western,
22013-0,22013,TRUE,Parish of Bienville,Louisiana Western,
22015-0,22015,TRUE,Parish of Bossier,Louisiana Western,
22017-0,22017,TRUE,Parish of Caddo,Louisiana Western,
22019-0,22019,TRUE,Parish of Calcasieu,Louisiana Western,
22021-0,22021,TRUE,Parish of Caldwell,Louisiana Western,
22023-0,22023,TRUE,Parish of Cameron,Louisiana Western,
22025-0,22025,TRUE,Parish of Catahoula,Louisiana Western,
22027-0,22027,TRUE,Parish of Claiborne,Louisiana Western,
22029-0,22029,TRUE,Parish of Concordia,Louisiana Western,
22031-0,22031,TRUE,Parish of De Soto,Louisiana Western,
22035-0,22035,TRUE,Parish of East Carroll,Louisiana Western,
22039-0,22039,TRUE,Parish of Evangeline,Louisiana Western,
22041-0,22041,TRUE,Parish of Franklin,Louisiana Western,
22043-0,22043,TRUE,Parish of Grant,Louisiana Western,
22045-0,22045,TRUE,Parish of Iberia,Louisiana Western,
22049-0,22049,TRUE,Parish of Jackson,Louisiana Western,
22053-0,22053,TRUE,Parish of Jefferson Davis,Louisiana Western,
22055-0,22055,TRUE,Parish of Lafayette,Louisiana Western,
22059-0,22059,TRUE,Parish of LaSalle,Louisiana Western,
22061-0,22061,TRUE,Parish of Lincoln,Louisiana Western,
22065-0,22065,TRUE,Parish of Madison,Louisiana Western,
22067-0,22067,TRUE,Parish of Morehouse,Louisiana Western,
22069-0,22069,TRUE,Parish of Natchitoches,Louisiana Western,
22073-0,22073,TRUE,Parish of Ouachita,Louisiana Western,
22079-0,22079,TRUE,Parish of Rapides,Louisiana Western,
22081-0,22081,TRUE,Parish of Red River,Louisiana Western,
22083-0,22083,TRUE,Parish of Richland,Louisiana Western,
22085-0,22085,TRUE,Parish of Sabine,Louisiana Western,
22097-0,22097,TRUE,Parish of St. Landry,Louisiana Western,
22099-0,22099,TRUE,Parish of St. Martin,Louisiana Western,
22101-0,22101,TRUE,Parish of St. Mary,Louisiana Western,
22107-0,22107,TRUE,Parish of Tensas,Louisiana Western,
22111-0,22111,TRUE,Parish of Union,Louisiana Western,
22113-0,22113,TRUE,Parish of Vermilion,Louisiana Western,
